"","PN07018NM","PN07020NM","PN07021NM","PN07022NM","PN07023NM","PN07024NM","PN07025NM","PN07026NM","PN07027NM","PN07028NM","PN07029NM","PN07030NM","PN07031NM","PN07033NM","PN07035NM","PN07036NM","PN07037NM","PN07051NM","PN07053NM","PN07054NM","PN07055NM","PN07056NM","PN07057NM","PN07058NM","PN07059NM","PN07060NM","PN07061NM","PN07062NM","PN07063NM","PN07064NM","PN07066NM","PN07068NM","PN07069NM","PN07070NM","PN07084NM","PN07086NM","PN07087NM","PN07088NM","PN07089NM","PN07090NM","PN07091NM","PN07092NM","PN07093NM","PN07094NM","PN07095NM","PN07096NM","PN07097NM","PN07099NM","PN07101NM","PN07102NM","PN07103NM","PN07117NM","PN07119NM","PN07120NM","PN07121NM","PN07122NM","PN07123NM","PN07124NM","PN07125NM","PN07126NM","PN07127NM","PN07128NM","PN07129NM","PN07130NM","PN07132NM","PN07134NM","PN07135NM","PN07136NM","PN07183NM","PN07185NM","PN07186NM","PN07187NM","PN07188NM","PN07189NM","PN07190NM","PN07191NM","PN07192NM","PN07193NM","PN07194NM","PN07195NM","PN07196NM","PN07198NM","PN07200NM","PN07201NM","PN07202NM"
Abr22,11243297.5849578,1508748.96229697,275217.725779,1503976.36670833,2300340.06825912,72142.2487033333,314274.587034333,418094.666151333,514631.461979,186061.678784,213281.529239333,102934.908287333,99411.3219406667,43631.7556493333,33374.0470216667,2066219.13534622,10288.6595506667,10970442.6233641,1494294.04473049,266243.560637971,1486899.96362976,2173349.38093051,71417.5194510308,307904.986567747,414309.94516525,504892.5191774,184916.328800893,208116.24785116,102131.21037964,94463.8515479158,42455.11358518,22382.91883186,2058160.00594542,9670.23208302,272854.961593621,14454.9175664799,8974.16514102905,17076.4030785731,126990.68732861,724.729252302495,6369.60046658601,3784.72098608303,9738.94280160003,1145.34998310701,5165.281388173,803.697907693291,4947.47039275091,1176.6420641533,10991.1281898067,8059.12940080022,618.427467646699,5.79607520052387,5.75,7.0341,5.75,5.75031437759632,5.75,5.75,5.75,6,5.75,6,6,5.75,6,6,5.75,6,31.4925635117533,39.7683989081107,63.0717782552934,20.1529241612085,28.9271686798459,25.5930956396035,21.6566974778375,26.5628857345311,28.635523361897,47.6015742530794,29.7449140835738,41.5748689162363,58.4446567002065,40.5827969051318,72.5960762321721,90.5395012255965,n.d.
May22,11838289.2612081,1588584.35561903,227961.198296452,1658399.3546,2399281.51968032,74103.053656129,326599.770072258,443327.970364516,521346.592650968,193717.098364516,225068.244303226,107290.556506452,100044.416590645,43628.4822064516,37787.7787706452,2111817.27955873,10447.9910119355,11612864.4425445,1573296.59367548,217619.901538723,1640616.71342878,2319934.77473405,73640.3801898194,321199.780825645,442448.280078465,510723.402677381,192535.139590645,216876.053464935,106712.691199297,95755.5532862129,42623.9544252194,26080.0192247613,2106051.70321241,9674.3381478,225424.818663572,15287.7619435522,10341.296757729,17782.64117122,79346.744946273,462.673466309585,5399.989246613,879.690286051016,10623.189973587,1181.95877387101,8192.19083829102,577.8653071546,4288.86330443229,1004.5277812322,11707.7595458839,5765.57634631684,773.652864135502,6.01679178646117,6,6,6,6.0123621937726,6,6,6,6,6,6,6,6,6,6,6,6,29.2835134585726,33.1773621488434,73.7689327190134,16.9779986452453,30.720607697105,26.3591946192779,21.9174624357486,28.5070342204599,27.288134300632,46.2307567952038,28.7875737627679,43.0747912808053,49.6805302581059,37.816071481254,63.8667077887109,89.5217837332945,n.d.
Jun22,11611221.6328701,1612627.97876633,223487.88036,1602062.796585,2260019.15374773,74484.2470086667,326677.184470667,445811.157970667,534021.173031667,193334.847644,219371.430462333,106269.968948,94419.9638843333,43762.3957323333,42022.1644156667,2029104.59496287,9951.77329033333,11069264.6717117,1545106.52673444,206486.49567432,1533730.4831358,2173939.62358088,71363.93928636,310933.692757,429315.95226944,504307.95569796,185957.11289968,204243.05092622,102370.38703898,89027.87662398,42800.02785452,24572.85057764,2013725.51095544,9700.25497016,541956.9611584,67521.4520318932,17001.38468568,68332.3134492,86079.53016685,3120.30772230671,15743.4917136671,16495.205701227,29713.217333707,7377.73474431998,15128.379536113,3899.58190901999,5392.08726035329,962.367877813303,17449.3138380267,15379.0840074299,251.518320173331,6.00150606092847,6,6,6,6.0002710243682,6,6,6,6,6,6,6,6,6,6,6,6,28.3579785638221,30.682777983614,75.465503939308,15.1125876643175,29.5204126511572,24.2980427642478,20.88683636346,28.3598853623507,27.9567313198981,43.2532543786347,25.1211431330066,43.748810044361,50.7636312746452,35.1088300918986,62.9709121175018,90.4559223887262,n.d.
Jul22,11972041.2854864,1677503.13054387,225925.712045161,1685731.40465193,2351633.9981,73708.5824709677,330008.518876774,442577.259871935,520956.133853548,186359.282425161,221196.30228,110952.640564193,116197.674108065,44614.9559567742,45621.8520441935,2127389.47976109,10923.5319606452,11768855.7387346,1658760.58716945,211055.206411955,1665503.07922486,2327213.26948843,73281.4461046645,322511.905847903,439247.800878697,508698.126852852,185242.6230762,214490.671402877,109411.543572039,111895.084836252,43707.4787665742,24195.1070120323,2110802.85958428,10605.9094610516,203185.546751839,18742.5433744208,14870.505633206,20228.3254270749,24420.7286115699,427.136366303195,7496.61302887101,3329.45899323799,12258.007000696,1116.65934896099,6705.63087712301,1541.0969921545,4302.5892718125,907.477190199999,21426.7450321612,16586.620176814,317.622499593599,6.00215019611681,6,6,6,6.0002619040602,6,6,6,6,6,6,6,6,6,6,6,6,27.711006652027,30.8433466664254,81.3623145935944,16.0177570029428,28.7169219069095,23.6769361531109,19.6663729341458,26.1145846762228,28.8309013904985,42.2537347781037,23.5465564869033,45.3590407443973,36.8509219309506,34.416085748709,71.8574204604591,88.2231633364528,n.d.
Ago22,12126815.6591123,1726525.16945645,254969.920599355,1621022.83584935,2381910.0201471,73634.3686983871,341654.75662871,446932.249829032,519249.309049355,185513.804487419,220244.036999032,110202.635315484,96695.1652658065,45819.3827312903,36388.8640767742,2137067.88980323,14950.2108319355,11956598.172641,1706260.97934012,242200.7928078,1608911.00322974,2364886.44353133,72888.4490797548,328829.953881794,443528.32945111,508191.020320993,184537.708456006,213135.672684735,109754.716621703,95858.4660387484,45771.136508729,21624.9441116516,2132481.46776387,14394.636135,170217.486471257,20264.1901163321,12769.127791555,12111.8326196149,17023.5766157666,745.919618632295,12824.802746916,3403.92037792201,11058.288728362,976.096031413035,7108.36431429701,447.918693780899,836.699227058081,48.2462225612981,14763.9199651226,4586.42203935981,555.574696935499,6.007936,6,6,6,6.029043,6,6,6,6,6,6,6,6,6,6,6,6,28.24080174762,33.4251643125391,97.3983392824289,12.3632903379807,29.0612777908707,21.9294179057227,20.4284212677447,27.9850161964104,25.6834766235338,42.6895127438059,24.5814517147223,45.851363620268,41.9573451254005,35.157664292732,72.2229269375145,89.049450337689,n.d.
Sep22,12259061.556002,1736109.730012,272900.221676667,1628626.15260767,2408533.18682267,73066.8179396667,340356.778967,457489.579658667,521810.829836,189819.245366667,224214.355077,111412.760528333,100868.470110667,49516.734666,42520.6123083333,2147955.72806357,14812.4380613333,12069089.7227121,1724504.62663702,235643.7497237,1609525.25866552,2394879.7052622,72417.57587862,333162.8185463,455363.92017122,511891.4306639,188787.7220496,210448.88300142,110891.8195106,99437.32860242,48746.57860464,25456.24397126,2139546.87367628,14444.35855574,189971.833289918,11605.1033749802,37256.471952967,19100.893942147,13653.4815604673,649.242061046694,7193.96042069996,2125.659487447,9919.39917210001,1031.52331706698,13765.47207558,520.941017733305,1431.1415082467,770.156061360001,17064.3683370733,8408.85438729031,368.079505593299,6.002523,6,6,6,6.000137,6,6,6,6,6,6,6,6,6,6,6,6,28.1949489451269,36.052254991535,80.9836074458543,13.5403794674236,28.2746728575908,22.0442854327005,19.4304174163598,27.6233768456794,26.9471099454524,43.2011861614706,21.4415721795258,45.6273869485156,45.3319094102403,38.7431410453789,82.2837253916237,89.3936983086939,n.d.
Oct22,12234435.8705552,1701888.08631806,234263.908553226,1702910.5697171,2408546.64107548,74960.9340248387,345245.317314516,452458.292054516,521095.734954194,188112.102815806,216485.620040968,110279.1798,93390.0716158065,51750.8239358065,48591.9081745161,2153588.34126741,17746.0835896774,12070292.2598347,1690613.81433788,219860.282307639,1672956.96463328,2396415.62620289,74284.3813050581,336726.685251368,450456.623957864,510781.694324613,186830.518338155,209681.679386535,110166.286079052,93237.114291329,50587.5298561355,29953.9100839742,2126370.52564992,17176.1811389806,164143.610720507,11274.2719801851,14403.626245587,29953.6050838172,12131.0148725938,676.552719780608,8518.63206314802,2001.66809665202,10314.040629581,1281.58447765099,6803.94065443301,112.893720948006,152.957324477509,1163.294079671,18637.9980905419,27217.8156174859,569.902450696802,6.002904,6,6,6,6.000137,6,6,6,6,6,6,6,6,6,6,6,6,27.0959577989788,34.5193779296055,75.2377082676928,14.6610896945119,29.4351070710887,25.0665830464511,20.1959634415935,27.2620318974852,23.8367852492505,40.6271063026241,21.9391632447199,43.9050298976339,34.9517201952283,40.3626945709541,96.2819213245872,90.3550130014585,n.d.
Nov22,12103744.8749427,1686369.64987133,222576.982246667,1648009.87212933,2431122.918542,75622.4745836667,352510.617111667,450395.534851333,535343.649344667,182512.659234667,222939.234913,114254.500264333,106677.359248667,50949.839856,45266.1468073333,2135227.74790124,19726.5007103333,11876185.0406282,1666680.26667776,213445.18427728,1627657.93268676,2368964.24008806,74949.87243482,339186.89970892,448677.489778964,524516.49916354,181368.02814436,216076.86985662,113371.57106204,100751.34685038,49923.05333942,25560.33313392,2130673.29748148,19182.4198193,227559.834314444,19689.383193573,9131.797969387,20351.9394425729,62158.67845394,672.602148846694,13323.717402747,1718.04507236899,10827.150181127,1144.631090307,6862.36505637999,882.929202293293,5926.01239828701,1026.78651658,19705.8136734133,4554.45041975658,544.0808910333,6.003929,6,6,6,6.000126,6,6,6.0196,6,6,6,6,6,6,6,6,6,27.4286421970917,32.8160959692845,87.5349165310041,17.0470466409945,27.478589222327,23.8822958656754,19.7887634723195,26.3664107506498,22.3107587896831,38.8967614913602,22.0737709235175,n.d.,30.0057809457,40.6863762826727,101.91580821311,90.170121856988,n.d.
Dic22,12226958.7118998,1728743.33568936,249238.823973226,1617563.16637613,2432483.35978334,76662.7748029032,386948.031009355,459528.273200645,549032.945844516,182059.982265484,223007.706757742,117260.170674194,90442.7415219355,48961.7064809677,40341.31148,2208594.91204955,20808.7634580645,11949052.9524136,1709742.54470226,238249.690245677,1545588.59063988,2416968.04275536,75911.7614344258,347325.237244606,457209.559191871,538385.904506729,181025.75231491,218142.504777174,116614.085364968,89066.6359878,48513.1992036581,17434.1944501355,2204378.41058849,20114.0639639226,277905.759486147,19000.7909870951,10989.133727549,71974.5757362491,15515.3170279814,751.013368477405,39622.793764749,2318.71400877397,10647.0413377869,1034.22995057399,4865.20198056797,646.085309225498,1376.10553413551,448.507277309596,22907.1170298645,4216.50146105606,694.6994941419,6.004054,6,6,6,6.00012,6,6,6,6,6,6,6,6,6,6,6,6,26.9191525178726,30.8978414691499,89.4307384410798,18.1186876827347,24.6324075927175,23.3900265791064,18.8498695511778,27.5061573325946,23.7135956366054,37.0024172714904,19.4629507414893,41.9273302058195,25.6618982086761,36.2129343235489,112.775866533545,91.2420021948521,n.d.
Ene23,12035919.7630822,1696747.88226995,246352.675085806,1600386.55207452,2356901.39993131,75304.8649116129,366891.548102258,455276.376347742,549944.076634193,184226.441009677,214674.459702581,114701.199275484,82301.8979435484,46775.5609019355,39382.1939358065,2255397.61451258,21415.2048793548,11910321.5804701,1689609.41062601,235673.635058187,1588867.14580279,2355734.02777512,74674.8609451548,354853.141776387,447435.648905923,540021.054265142,182942.886535955,209447.32110571,114388.518252619,81359.5470070452,46447.9578228194,21172.325862,2240412.62128606,20635.6825491871,125598.182612093,7138.47164394287,10679.040027619,11519.4062717261,1167.37215619022,630.003966458113,12038.406325871,7840.72744181904,9923.02236905112,1283.554473722,5227.13859687099,312.681022864897,942.350936503208,327.603079116103,18209.8680738065,14984.993226524,779.5223301677,6.004283,6,6,6,6.000124,6,6,6,6,6,6,6,6,6,6,6,6,28.557828391827,28.6997394044345,100.785285153912,20.8646067262868,27.5310789691841,23.5431119812701,19.7192533106812,27.9551134988081,25.4190927421009,39.8995942111506,18.3836913315213,38.7390982740387,45.3148296434445,34.6300489035787,120.850105451266,90.7601427146549,n.d.
Feb23,12384960.4566975,1777666.85604679,306342.585060357,1599760.51186214,2510793.98344107,76069.0015932143,368049.415229643,448860.5545875,556293.450687143,185129.928809643,204136.604512143,109547.997978571,91063.2363307143,46204.7578589286,43485.7285828571,2245098.02008996,19736.3923764286,12163160.6336168,1756060.65929856,269194.155017657,1589440.04621749,2479537.42979871,75403.2957194786,354458.926246071,446168.066551114,546214.76123655,183644.140959514,197678.4121815,109267.631168143,90238.6663108929,45846.8878254,20986.6719985286,2234689.05267939,18788.3184399,221799.823080737,21606.1967482262,37148.4300427,10320.465644653,31256.553642361,665.7058737357,13590.488983572,2692.48803638591,10078.689450593,1485.78785012898,6458.19233064301,280.366810428415,824.570019821389,357.870033528598,22499.0565843285,10408.9674105728,948.073936528603,6.004085,6,6,6,6.000116,6,6,6,6,6,6,6,6,6,6,6,6,30.7832761450288,30.9310201474459,85.8204310334192,24.8320158531082,32.9477694845301,25.7124187975268,19.5123320688358,26.9188553390506,27.071261938401,42.0540991262263,19.399457647397,34.7523998972582,51.1288928500561,28.6043875646408,135.639363573042,90.3722395704236,n.d.
Mar23,12307929.6609039,1793323.36665613,247721.553800322,1621237.72565516,2455371.31141226,75839.7491064516,357877.82748,483359.456128387,563915.06994871,185122.657501935,200563.970906129,109191.447876452,105976.962093226,46880.3577919355,54646.0388322581,2234820.87710774,19105.1460241935,12126413.586249,1770035.57001832,235109.586319974,1585563.34161977,2448667.25091248,75194.8926949161,349492.156991032,479802.805816277,553541.182213587,183939.297092922,195268.387272852,108815.556301316,105732.433866735,46488.4096336065,15336.5792027226,2222623.79338078,18893.0919732,181516.074654854,23287.7966378089,12611.967480348,35674.3840353908,6704.06049977802,644.856411535511,8385.67048896797,3556.65031211002,10373.887735123,1183.360409013,5295.58363327698,375.891575135596,244.528226490802,391.948158329003,39309.4596295355,12197.0837269616,212.054050993498,6.004365,6,6,6,6.000097,6,6,6,6,6,6,6,6,6,6,6,6,30.6850576407704,30.3585951405849,101.367761898119,23.6932925390723,29.695412067592,22.9023789871569,20.1090973665188,28.893961961242,23.3134564154502,43.5035227164127,22.2589837966595,33.1647293896554,68.5832067639564,27.6918402701357,151.183695823635,90.341543385597,n.d.
Abr23,12386506.0027023,1768591.440092,251981.579595,1700163.26969933,2491261.229431,76006.60912,348602.772811667,489521.449814,578655.931504333,183328.734491,194764.148157333,109932.502395333,102721.049885667,49796.7263443333,30132.6519706667,2179570.83648177,19661.785984,12145142.6810393,1758662.21361204,231637.89749224,1636870.66018936,2452108.90927016,75339.2335598,345363.78105912,485354.15669934,567219.98995848,182140.69877722,188744.72466114,109318.8514478,100971.85067128,46962.43814566,9967.7225907,2174285.00377812,19010.14702582,241363.321662992,9929.22647995991,20343.68210276,63292.6095099731,39152.3201608402,667.375560200002,3238.99175254698,4167.29311466002,11435.9415458529,1188.03571378,6019.42349619331,613.6509475333,1749.1992143867,2834.2881986733,20164.9293799667,5285.83270364674,651.638958179999,6.004307,6,6,6,6.000211,6,6,6,6,6,6,6,6,6,6,6,6,27.841395007289,28.2185514563978,99.1050555458127,18.605555038454,27.5134019063357,22.390198089999,20.1838733805472,28.2308780175519,23.3605328821588,44.0353457581024,20.9132253633399,32.546250249876,60.0134730617774,22.8908838750116,187.529583625257,90.1021228799938,n.d.
May23,12472725.2762803,1774905.83070193,232630.390085484,1608151.20823613,2552644.02528161,79911.8812567742,354340.359130645,464647.487184839,585727.774710323,181015.895554194,195078.670472258,103617.860455484,93231.7663593548,47321.1028409677,38009.3004335484,2149162.92274146,19545.4163083871,12254668.119378,1754691.68166956,204554.324054845,1589015.01927666,2501917.35303374,77364.9088426258,351571.918318452,462763.427584452,572684.290552819,180010.445398452,189736.751546168,102977.492012768,92919.2434375161,46903.3309404774,9367.11779144516,2148350.34599944,19121.8749976452,218057.156902298,20214.1490323748,28076.066030639,19136.1889594691,50726.6722478727,2546.9724141484,2768.44081219297,1884.059600387,13043.4841575039,1005.450155742,5341.91892609012,640.368442715902,312.52292183871,417.771900490305,28642.1826421032,812.576742024627,423.541310741897,6.004114,6,6,6,6.000195,6,6,6,6,6,6,6,6,6,6,6,6,25.3793177132322,23.3233431200601,99.8979963996177,17.5251366205133,25.4676485387458,24.8232859223621,21.8800945861371,23.5372606766091,22.1622543120127,43.8066034867364,17.821396411473,29.9219359812346,38.7456877415283,20.3146982079567,259.247467683601,90.0874088911913,n.d.
Jun23,12244514.9027453,1793545.508695,212003.827451667,1626802.563116,2500776.84841167,77024.9317836667,353423.438594,471547.262530667,600830.485733667,178238.294232667,196473.140893667,101096.039842667,104845.520553667,54858.7025226667,24643.2655923333,2285853.58063667,19997.6141216667,12109253.654654,1775568.87985458,194607.91356468,1620089.13673256,2491727.69951918,76166.31545318,351166.5899494,469881.9466958,581593.1330362,177061.89704658,192049.7508679,100324.72197222,104239.7629233,50804.23699246,11249.52225588,2280427.61202924,19272.41020386,135261.248091312,17976.6288404199,17395.913886987,6713.42638344015,9049.14889248693,858.616330486708,2256.84864460002,1665.31583486701,19237.352697467,1176.39718608698,4423.39002576671,771.317870446714,605.757630366701,4054.4655302067,13393.7433364533,5425.96860742709,725.203917806699,6.003878,6,6,6,6.000266,6,6,6,6,6,6,6,6,6,6,6,6,25.8405377564203,24.5778528875147,95.9447781356488,20.3306090217215,22.459752105255,22.7148824956563,22.7710755227397,26.9788385868142,23.0425803149628,43.9105067759986,16.803352679361,27.8624681128302,43.9817264781161,29.7013822524297,190.422366232799,89.0775195104293,n.d.
Jul23,12466263.8896084,1801227.4369671,207780.75747,1648604.11239742,2603594.88829387,77939.7738874194,352862.100207097,502167.108920645,602794.22858871,178675.581803548,197741.43199129,101603.200072258,92681.9148174194,55823.9626135484,22789.3320887097,2306223.56242871,19914.3505996774,12307992.9852636,1781160.14880052,194141.535508393,1635998.35328129,2567250.27901439,76451.8169928968,349676.293023581,499555.435506793,591120.759184974,177489.227718542,191565.793545213,101162.155194658,92267.2587759097,55350.7936004129,13332.3355558258,2291165.62649595,19336.5204182323,158270.904344757,20067.288166577,13639.221961607,12605.7591161288,36344.6092794812,1487.95689452261,3185.80718351604,2611.673413852,11673.4694037359,1186.35408500599,6175.6384460773,441.044877600099,414.656041509705,473.169013135499,9456.9965328839,15057.9359327601,577.830181445101,6.010064,6,6,6,6.02896,6,6,6,6,6,6,6,6,6,6,6,6,27.3521466045364,26.8644734031931,86.3130827093338,19.7369680926759,26.5198457703781,20.7876087170728,24.6856950342631,27.5226591902046,24.4265582477803,44.4734001468191,18.5664829435565,26.6571735982749,38.8002631931688,37.0864561094342,147.543312274632,89.324202799603,n.d.
Ago23,12612671.4198584,1837763.47869484,235874.713885484,1637171.76871936,2588596.50783032,79272.9991474194,348769.642440323,522809.732381613,615738.451983548,182610.396084194,191255.021713548,100485.786240968,110922.206997097,55805.8793035484,22292.5107290323,2253558.50735359,23067.2908251613,12464921.4158212,1826792.02847605,225098.955199684,1622229.83498433,2543433.48977516,78297.7177255742,345196.541633787,521154.478244071,603948.801790568,181394.618631135,186359.456433406,100244.874216929,110431.840872155,55450.6513421032,14889.7730745097,2250592.78946948,19029.1980295161,147750.004037205,10971.450218789,10775.7586858,14941.9337350251,45163.0180551633,975.281421845211,3573.10080653604,1655.25413754198,11789.65019298,1215.77745305898,4895.56528014239,240.912024038698,490.366124942011,355.227961445198,7402.7376545226,2965.71788411168,4038.0927956452,6.0043,6,6,6,6.000093,6,6,6,6,6,6,6,6,6,6,6,6,28.8321516076361,28.8135573566038,96.1216024525288,24.2151775580375,24.8582307169344,23.7623194545606,24.3566630169037,33.1646587928727,25.645469771814,45.848031135116,18.2018909355546,26.8620301667728,57.0667285005503,37.326438257452,140.940671360101,88.4104712176931,n.d.
Sep23,12577835.557094,1830064.48595967,244097.150897667,1668278.25314333,2531250.11247267,78590.986301,359214.549745667,518806.917288,612401.870262667,186615.228468667,194688.898309,99185.03965,131274.599651667,54422.410558,35560.9774433333,2250163.69895333,19781.0838176667,12425346.5873169,1819139.87535374,225989.04987892,1640383.48088723,2520640.61779862,77859.1158676,355690.76081042,516682.5733249,600836.33562954,185405.87314742,189526.7037491,98742.96408422,129016.3038477,53375.5746145,16589.49352678,2241769.64559984,18980.51311302,152488.969777149,10924.610605927,18108.101018747,27894.7722561029,10609.494674047,731.870433399992,3523.78893524705,2124.34396309999,11565.534633127,1209.35532124699,5162.1945599,442.075565779989,2258.295803967,1046.8359435,18971.4839165533,8394.0533534931,800.5707046467,6.026043,6,6,6.1693,6.00008,6,6,6,6,6,6,6,6,6,6,6,6,29.304564588231,29.2690715607299,86.3494087998013,22.6627457544449,25.5118747659417,23.1464003865011,25.3177434128437,32.6827392622303,24.2825431903931,44.1219437220179,19.2405233658108,27.6736843360435,55.7281406263856,36.0333729898429,143.130395248185,88.0415052948554,n.d.
Oct23,12516815.2370226,1815354.42442193,263805.422183548,1591593.03697355,2549287.49254452,78962.8919206452,362113.219686452,507232.143601935,618654.609105806,189894.917496452,196904.110243226,98010.7974070968,135972.460499677,52964.9457070968,20140.7200296774,2223600.37967129,20375.8324551613,12398523.386368,1800501.8454258,251582.230111858,1581408.07141277,2539912.10207905,77657.161505071,359137.578954987,504706.197293458,606954.489147677,188929.311177406,190364.423010639,97416.7327289806,134939.050288935,52758.9193073032,12791.192258071,2206338.44302957,19051.6805968065,118291.850654578,14852.5789961349,12223.19207169,10184.965560778,9375.39046546584,1305.7304155742,2975.64073146501,2525.94630847703,11700.119958129,965.606319045997,6539.68723258682,594.064678116207,1033.410210742,206.026399793605,7349.5277716064,17261.9366417201,1324.1518583548,6.004086,6,6,6,6.000076,6,6,6,6,6,6,6,6,6,6,6,6,28.8503917390216,28.3853614809814,87.4712164781821,22.347455503028,27.8547436160895,20.567422033248,24.8268898967919,30.2892442074353,24.5977054393723,42.7992037488386,21.6529585448592,27.2232724922796,61.1643366402834,36.2327076592481,158.690090334764,87.7242951067343,n.d.
Nov23,12536559.3610587,1841395.45227167,272051.915358,1585475.62592367,2597812.06094133,79161.4932043333,359441.594549,518140.039728,616475.062529,198397.604964333,196190.499413,99610.2247386667,131242.478110333,52445.1954826667,18209.383824,2151561.14221,20492.6519433333,12404489.4384481,1823597.12967876,262692.26061962,1571138.18777502,2591184.40721602,78434.68266178,355681.15583288,516255.19078006,604262.92614078,197079.7597738,189889.568826,98693.44411632,130140.170255476,52155.94649928,12122.1462225,2119876.74968122,20225.48740252,132069.922610574,17798.3225929069,9359.65473838005,14337.4381486471,6627.65372531302,726.810542553299,3760.43871612003,1884.84894793999,12212.13638822,1317.845190533,6300.93058700001,916.780622346705,1102.307854857,289.2489833867,6087.2376015,31684.3925287803,267.164540813301,6.004491,6,6,6,6.000033,6,6,6,6,6,6,6,6.0254,6,6,6,6,30.2584649079265,30.0267030855982,96.9414135721476,20.7185931788348,25.515289932137,22.2690605125859,25.0214968452857,29.2905809044687,27.8432222127981,41.6416071181582,23.1953311862056,28.4087527480917,66.1623097963885,44.7971162032726,177.300206935733,87.0448645438688,n.d.
Dic23,12858215.66357,1857003.19078935,289362.628307419,1578624.33332484,2723934.08874193,78179.7385406452,358514.243587742,565478.149409355,611268.497202258,200003.695543548,193036.762353548,99198.1305641935,133144.651883548,52442.8399003226,29294.8044593548,2267626.17943645,20945.5047512903,12624613.8695502,1840620.47176937,257128.073948806,1560254.64451695,2669297.19924517,77122.224075929,355539.491525458,561511.693813587,599579.534116181,198551.494603664,187021.062663948,98297.5467357484,131279.15095229,51639.5022028258,12427.0982001484,2226258.93830963,17493.8650434968,233601.794019831,16382.7190199851,32234.554358613,18369.6888078889,54636.8894967646,1057.51446471619,2974.75206228398,3966.45559576806,11688.963086077,1452.200939884,6015.69968960041,900.583828445102,1865.50093125802,803.337697496798,16867.7062592064,41367.2411268218,3451.6397077935,6.004652,6,6,6,6.000016,6,6,6,6,6,6,6,6,6,6,6,6,30.439841015335,30.3599184249058,95.0307772577884,20.5575146748108,25.9249900577992,21.774445024118,25.0612563395985,33.0353221275285,28.2421444607979,41.6676153692786,20.6867229547538,28.1760608050396,60.4190959002235,47.4754144987761,174.465373203004,83.912484513849,n.d.
Ene24,12952660.8534671,1878748.76701129,256210.303972903,1612800.69520387,2792513.52286194,79165.9597722581,359254.60448871,576337.641421613,612741.803400645,207160.465493548,190037.625022258,96437.9294019355,156076.993903548,51044.1623787097,16359.9381945161,2272847.43368124,19242.2211967742,12731885.4285534,1862675.24637625,235197.902951632,1598996.23512417,2695151.282856,78326.3265306387,356533.456358729,567137.481728322,600801.273256122,205985.240772155,184760.023837064,95902.7052742645,153255.457327877,49246.9568780129,14107.1238708581,2264449.17848201,18717.6416237613,220775.424913722,16073.52063504,21012.401021271,13804.4600797009,97362.2400059351,839.633241619391,2721.14812998101,9200.15969329106,11940.530144523,1175.22472139302,5277.60118519407,535.224127670997,2821.53657567099,1797.2055006968,2252.814323658,8398.25519923307,524.579573012899,6.016094,6,6,6.0445,6.000017,6,6,6,6,6,6,6,6,6,6,6,6,26.4213956046484,32.2417258205624,109.770586565931,25.9352733789002,31.363234443792,23.7710713658005,24.4250017065634,38.5246253633288,30.783370524488,41.5511564142793,22.411340898774,28.1077647746237,53.0981600456631,50.4396617204117,160.895210718176,84.7251713781169,n.d.
Feb24,12944570.88012,1875501.45498345,278296.154627586,1668504.19673828,2694816.76158552,81641.171637931,356181.499833793,571555.427671724,622003.693328621,211559.089415172,191087.190423103,94636.0189286207,160536.888665862,51243.4206141379,22022.4941424138,2251241.53106966,25326.2886675862,12764158.4685518,1855411.88421451,269253.848517331,1655898.58350017,2633828.2284395,78211.8536250828,352961.991776607,567441.131237172,612139.32719791,210407.252522338,178816.73057549,94163.6370765103,159080.668392186,49749.0845502828,19156.6007854552,2233436.25016556,23479.3217773241,180412.411568162,20089.5707689382,9042.30611025501,12605.613238106,60988.5331460168,3429.31801284819,3219.50805718603,4114.29643455194,9864.36613071093,1151.83689283399,12270.4598476134,472.381852110397,1456.22027367601,1494.33606385509,2865.8933569586,17805.2809040952,1846.9668902621,6.005362,6,6,6,6.000045,6,6,6,6,6,6,6,6,6,6,6,6,35.4550527041581,34.0524868344895,93.7487400097099,28.4235649787464,34.6864255671634,27.0138793178914,23.3882633357484,38.9192081564073,30.1110765102332,42.510842711011,24.7851907633053,30.2026262382837,67.4020086419081,52.5367622301386,154.096545110758,83.7638559915257,n.d.
Mar24,12756624.2907361,1860431.03912774,310304.290452581,1653324.62254161,2551064.26383742,81095.5776854839,362460.778675806,584467.852755484,620080.692680645,215973.415443548,183466.371950968,92770.9507535484,145905.334577097,53465.5584835484,23439.1842709677,2284183.70022968,24171.460156129,12593834.301437,1839734.55500696,257284.813721516,1647136.40269809,2549707.44624958,80304.0303628258,351617.63863229,570411.148547535,608923.609115826,214258.531102355,180949.799767684,92567.6643142839,143434.61723731,52055.5395313355,20062.0744785677,2235475.36775595,23612.5892617935,162789.989299083,20696.484120782,53019.476731065,6188.21984352288,1356.81758783851,791.547322658109,10843.140043516,14056.704207949,11157.0835648191,1714.88434119301,2516.57218328372,203.286439264499,2470.71733978699,1410.01895221291,3377.1097924,48708.3324737269,558.870894335501,6.023962,6,6,6.0612,6.000042,6,6,6,6,6,6,6,6,6,6,6,6,35.0893125422186,32.5174058688212,102.222802380981,27.5867515005308,31.7922395225111,23.8264775000673,24.3273771681784,36.0950776579587,29.7821223471763,41.6388922151451,22.3481140823073,30.3715893009393,69.704674923632,54.5077839909062,168.72969443289,84.2038602966189,n.d.
